Domain,Type,TLD Manager,RDAP URLs,DNSSEC,Search
.ve,country-code,Comisión Nacional de Telecomunicaciones (CONATEL),,Yes,Yes
.vegas,generic,"Dot Vegas, Inc.",https://rdap.identitydigital.services/rdap/,Yes,Yes
.ventures,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.verisign,generic,"VeriSign, Inc.",https://tld-rdap.verisign.com/verisign/v1/,Yes,Yes
.versicherung,generic,tldbox GmbH,https://rdap.nic.versicherung/v1/,Yes,Yes
.vet,generic,"Dog Beach, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.vg,country-code,Telecommunications Regulatory Commission of the Virgin Islands,https://rdap.centralnic.com/vg/,No,Yes
.vi,country-code,"Virgin Islands Public Telecommunications System, Inc.",https://rdap.nic.vi/,No,Yes
.viajes,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.video,generic,"Dog Beach, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.vig,generic,VIENNA INSURANCE GROUP AG Wiener Versicherung Gruppe,https://rdap.identitydigital.services/rdap/,Yes,Yes
.viking,generic,Viking River Cruises (Bermuda) Ltd.,https://rdap.identitydigital.services/rdap/,Yes,Yes
.villas,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.vin,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.vip,generic,"Registry Services, LLC",https://rdap.nic.vip/,Yes,Yes
.virgin,generic,Virgin Enterprises Limited,https://rdap.nominet.uk/virgin/,Yes,Yes
.visa,generic,Visa Worldwide Pte. Limited,https://rdap.identitydigital.services/rdap/,Yes,Yes
.vision,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.vista,generic,Not assigned,,No,Yes
.vistaprint,generic,Not assigned,,No,Yes
.viva,generic,Saudi Telecom Company,https://rdap.centralnic.com/viva/,Yes,Yes
.vivo,generic,Telefonica Brasil S.A.,https://rdap.nic.vivo/,Yes,Yes
.vlaanderen,generic,DNS.be vzw,https://rdap.nic.vlaanderen/,Yes,Yes
.vn,country-code,Viet Nam Internet Network Information Center (VNNIC),,Yes,Yes
.vodka,generic,"Registry Services, LLC",https://rdap.nic.vodka/,Yes,Yes
.volkswagen,generic,Not assigned,,No,Yes
.volvo,generic,Volvo Holding Sverige Aktiebolag,https://rdap.identitydigital.services/rdap/,Yes,Yes
.vote,generic,Monolith Registry LLC,https://rdap.identitydigital.services/rdap/,Yes,Yes
.voting,generic,Valuetainment Corp.,https://rdap.nic.voting/,Yes,Yes
.voto,generic,Monolith Registry LLC,https://rdap.identitydigital.services/rdap/,Yes,Yes
.voyage,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.vu,country-code,Telecommunications Radiocommunications and Broadcasting Regulator (TRBR),,Yes,Yes
.vuelos,generic,Not assigned,,No,Yes
.wales,generic,Nominet UK,https://rdap.nominet.uk/wales/,Yes,Yes
.walmart,generic,"Wal-Mart Stores, Inc.",https://rdap.nic.walmart/,Yes,Yes
.walter,generic,Sandvik AB,https://rdap.nic.walter/,Yes,Yes
.wang,generic,Zodiac Wang Limited,https://rdap.zdnsgtld.com/wang/,Yes,Yes
.wanggou,generic,"Amazon Registry Services, Inc.",https://rdap.nominet.uk/wanggou/,Yes,Yes
.warman,generic,Not assigned,,No,Yes
.watch,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.watches,generic,Identity Digital Limited,https://rdap.identitydigital.services/rdap/,Yes,Yes
.weather,generic,International Business Machines Corporation,https://rdap.nic.weather/,Yes,Yes
.weatherchannel,generic,International Business Machines Corporation,https://rdap.nic.weatherchannel/,Yes,Yes
.webcam,generic,dot Webcam Limited,https://rdap.nic.webcam/,Yes,Yes
.weber,generic,Saint-Gobain Weber SA,https://rdap.identitydigital.services/rdap/,Yes,Yes
.website,generic,Radix Technologies Inc.,https://rdap.centralnic.com/website/,Yes,Yes
.wed,generic,Emergency Back-End Registry Operator Program - ICANN,https://rdap.nominet.uk/wed/,Yes,Yes
.wedding,generic,"Registry Services, LLC",https://rdap.nic.wedding/,Yes,Yes
.weibo,generic,Sina Corporation,https://rdap.identitydigital.services/rdap/,Yes,Yes
.weir,generic,Weir Group IP Limited,https://rdap.identitydigital.services/rdap/,Yes,Yes
.wf,country-code,Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.),https://rdap.nic.wf/,Yes,Yes
.whoswho,generic,Who's Who Registry,https://rdap.nic.whoswho/,Yes,Yes
.wien,generic,punkt.wien GmbH,https://rdap.ryce-rsp.com/rdap/,Yes,Yes
.wiki,generic,"Registry Services, LLC",https://rdap.nic.wiki/,Yes,Yes
.williamhill,generic,William Hill Organization Limited,https://rdap.nic.williamhill/,Yes,Yes
.win,generic,First Registry Limited,https://rdap.nic.win/,Yes,Yes
.windows,generic,Microsoft Corporation,https://rdap.nominet.uk/windows/,Yes,Yes
.wine,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.winners,generic,"The TJX Companies, Inc.",https://rdap.nic.winners/,Yes,Yes
.wme,generic,"William Morris Endeavor Entertainment, LLC",https://rdap.centralnic.com/wme/,Yes,Yes
.wolterskluwer,generic,Wolters Kluwer N.V.,https://rdap.identitydigital.services/rdap/,Yes,Yes
.woodside,generic,Woodside Petroleum Limited,https://rdap.nic.woodside/,Yes,Yes
.work,generic,"Registry Services, LLC",https://rdap.nic.work/,Yes,Yes
.works,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.world,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.wow,generic,"Amazon Registry Services, Inc.",https://rdap.nominet.uk/wow/,Yes,Yes
.ws,country-code,Government of Samoa Ministry of Foreign Affairs & Trade,,Yes,Yes
.wtc,generic,"World Trade Centers Association, Inc.",https://rdap.nic.wtc/,Yes,Yes
.wtf,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.xbox,generic,Microsoft Corporation,https://rdap.nominet.uk/xbox/,Yes,Yes
.xerox,generic,Xerox DNHC LLC,https://rdap.nic.xerox/,Yes,Yes
.xfinity,generic,Not assigned,,No,Yes
.xihuan,generic,QIHOO 360 TECHNOLOGY CO. LTD.,https://rdap.teleinfo.cn/,Yes,Yes
.xin,generic,Elegant Leader Limited,https://rdap.identitydigital.services/rdap/,Yes,Yes
.测试,test,Not assigned,,No,Yes
.कॉम,generic,VeriSign Sarl,,No,Yes
.परीक्षा,test,Not assigned,,No,Yes
.セール,generic,"Amazon Registry Services, Inc.",,No,Yes
.佛山,generic,"Guangzhou YU Wei Information Technology Co., Ltd.",,No,Yes
.ಭಾರತ,country-code,National Internet eXchange of India,,No,Yes
.慈善,generic,Excellent First Limited,,No,Yes
.集团,generic,Eagle Horizon Limited,,No,Yes
.在线,generic,Beijing Tld Registry Technology Limited,,No,Yes
.한국,country-code,KISA (Korea Internet & Security Agency),,No,Yes
.ଭାରତ,country-code,National Internet eXchange of India,,No,Yes
.大众汽车,generic,Not assigned,,No,Yes
.点看,generic,VeriSign Sarl,,No,Yes
.คอม,generic,VeriSign Sarl,,No,Yes
.ভাৰত,country-code,National Internet eXchange of India,,No,Yes
.ভারত,country-code,National Internet Exchange of India,,No,Yes
.八卦,generic,Zodiac Gemini Ltd,,No,Yes
‏.ישראל‎,country-code,The Israel Internet Association (RA),,No,Yes
‏.موقع‎,generic,Helium TLDs Ltd,,No,Yes
.বাংলা,country-code,Posts and Telecommunications Division,,No,Yes
.公益,generic,China Organizational Name Administration Center,,No,Yes
.公司,generic,China Internet Network Information Center (CNNIC),,No,Yes
.香格里拉,generic,Shangri-La International Hotel Management Limited,,No,Yes
.网站,generic,Global Website TLD Asia Limited,,No,Yes
.移动,generic,Identity Digital Limited,,No,Yes
.我爱你,generic,Tycoon Treasure Limited,,No,Yes
.москва,generic,Foundation for Assistance for Internet Technologies and Infrastructure Development (FAITID),,No,Yes
.испытание,test,Not assigned,,No,Yes
.қаз,country-code,Association of IT Companies of Kazakhstan,,No,Yes
.католик,generic,Pontificium Consilium de Comunicationibus Socialibus (PCCS) (Pontifical Council for Social Communication),,No,Yes
.онлайн,generic,CORE Association,,No,Yes
.сайт,generic,CORE Association,,No,Yes
.联通,generic,China United Network Communications Corporation Limited,,No,Yes
.срб,country-code,Serbian National Internet Domain Registry (RNIDS),,No,Yes
.бг,country-code,Imena.BG AD,,No,Yes
.бел,country-code,Belarusian Cloud Technologies LLC,,No,Yes
‏.קום‎,generic,VeriSign Sarl,,No,Yes
.时尚,generic,RISE VICTORY LIMITED,,No,Yes
.微博,generic,Sina Corporation,,No,Yes
.테스트,test,Not assigned,,No,Yes
.淡马锡,generic,Temasek Holdings (Private) Limited,,No,Yes
.ファッション,generic,"Amazon Registry Services, Inc.",,No,Yes
.орг,generic,Public Interest Registry,,No,Yes
.नेट,generic,VeriSign Sarl,,No,Yes
.ストア,generic,"Amazon Registry Services, Inc.",,No,Yes
.アマゾン,generic,"Amazon Registry Services, Inc.",,No,Yes
.삼성,generic,"SAMSUNG SDS CO., LTD",,No,Yes
.சிங்கப்பூர்,country-code,Singapore Network Information Centre (SGNIC) Pte Ltd,,No,Yes
.商标,generic,Internet DotTrademark Organisation Limited,,No,Yes
.商店,generic,"Binky Moon, LLC",,No,Yes
.商城,generic,Zodiac Aquarius Limited,,No,Yes
.дети,generic,The Foundation for Network Initiatives “The Smart Internet”,,No,Yes
.мкд,country-code,Macedonian Academic Research Network Skopje,,No,Yes
‏.טעסט‎,test,Not assigned,,No,Yes
.ею,country-code,EURid vzw,,No,Yes
.ポイント,generic,"Amazon Registry Services, Inc.",,No,Yes
.新闻,generic,"Guangzhou YU Wei Information and Technology Co.,Ltd",,No,Yes
.工行,generic,Not assigned,,No,Yes
.家電,generic,"Amazon Registry Services, Inc.",,No,Yes
‏.كوم‎,generic,VeriSign Sarl,,No,Yes
.中文网,generic,TLD REGISTRY LIMITED,,No,Yes
.中信,generic,CITIC Group Corporation,,No,Yes
.中国,country-code,China Internet Network Information Center (CNNIC),,No,Yes
.中國,country-code,China Internet Network Information Center (CNNIC),,No,Yes
.娱乐,generic,"Binky Moon, LLC",,No,Yes
.谷歌,generic,Charleston Road Registry Inc.,,No,Yes
.భారత్,country-code,National Internet Exchange of India,,No,Yes
.ලංකා,country-code,LK Domain Registry,,No,Yes
.電訊盈科,generic,PCCW Enterprises Limited,,No,Yes
.购物,generic,"Nawang Heli(Xiamen) Network Service Co., LTD.",,No,Yes
.測試,test,Not assigned,,No,Yes
.クラウド,generic,"Amazon Registry Services, Inc.",,No,Yes
.ભારત,country-code,National Internet Exchange of India,,No,Yes
.通販,generic,"Amazon Registry Services, Inc.",,No,Yes
.भारतम्,country-code,National Internet eXchange of India,,No,Yes
.भारत,country-code,National Internet Exchange of India,,No,Yes
.भारोत,country-code,National Internet eXchange of India,,No,Yes
‏.آزمایشی‎,test,Not assigned,,No,Yes
.பரிட்சை,test,Not assigned,,No,Yes
.网店,generic,Zodiac Taurus Ltd.,,No,Yes
.संगठन,generic,Public Interest Registry,,No,Yes
.餐厅,generic,Internet DotTrademark Organisation Limited,,No,Yes
.网络,generic,China Internet Network Information Center (CNNIC),,No,Yes
.ком,generic,VeriSign Sarl,,No,Yes
.укр,country-code,"Ukrainian Network Information Centre (UANIC), Inc.",,No,Yes
.香港,country-code,Hong Kong Internet Registration Corporation Ltd.,,No,Yes
.亚马逊,generic,"Amazon Registry Services, Inc.",,No,Yes
.诺基亚,generic,Not assigned,,No,Yes
.食品,generic,"Amazon Registry Services, Inc.",,No,Yes
.δοκιμή,test,Not assigned,,No,Yes
.飞利浦,generic,Koninklijke Philips N.V.,,No,Yes
‏.إختبار‎,test,Not assigned,,No,Yes
.台湾,country-code,Taiwan Network Information Center (TWNIC),,No,Yes
.台灣,country-code,Taiwan Network Information Center (TWNIC),,No,Yes
.手表,generic,Not assigned,,No,Yes
.手机,generic,"Beijing RITT-Net Technology Development Co., Ltd",,No,Yes
.мон,country-code,"Datacom Co.,Ltd",,No,Yes
‏.الجزائر‎,country-code,CERIST,,No,Yes
‏.عمان‎,country-code,Telecommunications Regulatory Authority (TRA),,No,Yes
‏.ارامكو‎,generic,Aramco Services Company,,No,Yes
‏.ایران‎,country-code,Institute for Research in Fundamental Sciences (IPM),,No,Yes
‏.العليان‎,generic,Competrol (Luxembourg) Sarl,,No,Yes
‏.اتصالات‎,generic,Not assigned,,No,Yes
‏.امارات‎,country-code,Telecommunications and Digital Government Regulatory Authority (TDRA),,No,Yes
‏.بازار‎,generic,CORE Association,,No,Yes
‏.موريتانيا‎,country-code,Université de Nouakchott Al Aasriya,,No,Yes
‏.پاکستان‎,country-code,National Telecommunication Corporation,,No,Yes
‏.الاردن‎,country-code,Ministry of Digital Economy and Entrepreneurship (MoDEE),,No,Yes
‏.موبايلي‎,generic,Not assigned,,No,Yes
‏.بارت‎,country-code,National Internet eXchange of India,,No,Yes
‏.بھارت‎,country-code,National Internet Exchange of India,,No,Yes
‏.المغرب‎,country-code,Agence Nationale de Réglementation des Télécommunications (ANRT),,No,Yes
‏.ابوظبي‎,generic,Abu Dhabi Systems and Information Centre,,No,Yes
‏.البحرين‎,country-code,Telecommunications Regulatory Authority (TRA),,No,Yes
‏.السعودية‎,country-code,"Communications, Space and Technology Commission",,No,Yes
‏.ڀارت‎,country-code,National Internet eXchange of India,,No,Yes
‏.كاثوليك‎,generic,Pontificium Consilium de Comunicationibus Socialibus (PCCS) (Pontifical Council for Social Communication),,No,Yes
‏.سودان‎,country-code,Sudan Internet Society,,No,Yes
‏.همراه‎,generic,Emergency Back-End Registry Operator Program - ICANN,,No,Yes
‏.عراق‎,country-code,Communications and Media Commission (CMC),,No,Yes
‏.مليسيا‎,country-code,MYNIC Berhad,,No,Yes
.澳門,country-code,Macao Post and Telecommunications Bureau (CTT),,No,Yes
.닷컴,generic,VeriSign Sarl,,No,Yes
.政府,generic,"Net-Chinese Co., Ltd.",,No,Yes
‏.شبكة‎,generic,International Domain Registry Pty. Ltd.,,No,Yes
‏.بيتك‎,generic,Kuwait Finance House,,No,Yes
‏.عرب‎,generic,League of Arab States,,No,Yes
.გე,country-code,Information Technologies Development Center (ITDC),,No,Yes
.机构,generic,Public Interest Registry,,No,Yes
.组织机构,generic,Public Interest Registry,,No,Yes
.健康,generic,Stable Tone Limited,,No,Yes
.ไทย,country-code,Thai Network Information Center Foundation,,No,Yes
‏.سورية‎,country-code,National Agency for Network Services (NANS),,No,Yes
.招聘,generic,Jiang Yu Liang Cai Technology Company Limited,,No,Yes
.рус,generic,Rusnames Limited,,No,Yes
.рф,country-code,Coordination Center for TLD RU,,No,Yes
.珠宝,generic,Not assigned,,No,Yes
‏.تونس‎,country-code,Agence Tunisienne d'Internet,,No,Yes
.大拿,generic,VeriSign Sarl,,No,Yes
.ລາວ,country-code,"Lao National Internet Center (LANIC), Ministry of Technology and Communications",,No,Yes
.みんな,generic,Charleston Road Registry Inc.,,No,Yes
.グーグル,generic,Charleston Road Registry Inc.,,No,Yes
.ευ,country-code,EURid vzw,,No,Yes
.ελ,country-code,ICS-FORTH GR,,No,Yes
.世界,generic,Stable Tone Limited,,No,Yes
.書籍,generic,"Amazon Registry Services, Inc.",,No,Yes
.ഭാരതം,country-code,National Internet eXchange of India,,No,Yes
.ਭਾਰਤ,country-code,National Internet Exchange of India,,No,Yes
.网址,generic,"KNET Co., Ltd",,No,Yes
.닷넷,generic,VeriSign Sarl,,No,Yes
.コム,generic,VeriSign Sarl,,No,Yes
.天主教,generic,Pontificium Consilium de Comunicationibus Socialibus (PCCS) (Pontifical Council for Social Communication),,No,Yes
.游戏,generic,"Binky Moon, LLC",,No,Yes
.vermögensberater,generic,Deutsche Vermögensberatung Aktiengesellschaft DVAG,,No,Yes
.vermögensberatung,generic,Deutsche Vermögensberatung Aktiengesellschaft DVAG,,No,Yes
.企业,generic,"Binky Moon, LLC",,No,Yes
.信息,generic,"Beijing Tele-info Technology Co., Ltd.",,No,Yes
.嘉里大酒店,generic,Kerry Trading Co. Limited,,No,Yes
.嘉里,generic,Kerry Trading Co. Limited,,No,Yes
‏.مصر‎,country-code,National Telecommunication Regulatory Authority - NTRA,,No,Yes
‏.قطر‎,country-code,Communications Regulatory Authority,,No,Yes
.广东,generic,"Guangzhou YU Wei Information Technology Co., Ltd.",,No,Yes
.இலங்கை,country-code,LK Domain Registry,,No,Yes
.இந்தியா,country-code,National Internet Exchange of India,,No,Yes
.հայ,country-code,"""Internet Society"" Non-governmental Organization",,No,Yes
.新加坡,country-code,Singapore Network Information Centre (SGNIC) Pte Ltd,,No,Yes
‏.فلسطين‎,country-code,Ministry of Telecom & Information Technology (MTIT),,No,Yes
.テスト,test,Not assigned,,No,Yes
.政务,generic,China Organizational Name Administration Center,,No,Yes
.xperia,generic,Not assigned,,No,Yes
.xxx,sponsored,ICM Registry LLC,https://rdap.nic.xxx/,Yes,Yes
.xyz,generic,XYZ.COM LLC,https://rdap.centralnic.com/xyz/,Yes,Yes
.yachts,generic,XYZ.COM LLC,https://rdap.centralnic.com/yachts/,Yes,Yes
.yahoo,generic,Yahoo Inc.,https://rdap.identitydigital.services/rdap/,Yes,Yes
.yamaxun,generic,"Amazon Registry Services, Inc.",https://rdap.nominet.uk/yamaxun/,Yes,Yes
.yandex,generic,YANDEX LLC,https://rdap.nic.yandex/rdap/,Yes,Yes
.ye,country-code,TeleYemen,https://rdap.y.net.ye/,No,Yes
.yodobashi,generic,"YODOBASHI CAMERA CO.,LTD.",https://rdap.gmoregistry.net/rdap/,Yes,Yes
.yoga,generic,"Registry Services, LLC",https://rdap.nic.yoga/,Yes,Yes
.yokohama,generic,"GMO Registry, Inc.",https://rdap.gmoregistry.net/rdap/,Yes,Yes
.you,generic,"Amazon Registry Services, Inc.",https://rdap.nominet.uk/you/,Yes,Yes
.youtube,generic,Charleston Road Registry Inc.,https://pubapi.registry.google/rdap/,Yes,Yes
.yt,country-code,Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.),https://rdap.nic.yt/,Yes,Yes
.yun,generic,QIHOO 360 TECHNOLOGY CO. LTD.,https://rdap.teleinfo.cn/,Yes,Yes
.za,country-code,ZA Domain Name Authority,,Yes,Yes
.zappos,generic,"Amazon Registry Services, Inc.",https://rdap.nominet.uk/zappos/,Yes,Yes
.zara,generic,"Industria de Diseño Textil, S.A. (INDITEX, S.A.)",https://rdap.identitydigital.services/rdap/,Yes,Yes
.zero,generic,"Amazon Registry Services, Inc.",https://rdap.identitydigital.services/rdap/,Yes,Yes
.zip,generic,Charleston Road Registry Inc.,https://pubapi.registry.google/rdap/,Yes,Yes
.zippo,generic,Not assigned,,No,Yes
.zm,country-code,Zambia Information and Communications Technology Authority (ZICTA),https://rdap.nic.zm/,Yes,Yes
.zone,generic,"Binky Moon, LLC",https://rdap.identitydigital.services/rdap/,Yes,Yes
.zuerich,generic,Kanton Zürich (Canton of Zurich),https://rdap.centralnic.com/zuerich/,Yes,Yes
.zw,country-code,Postal and Telecommunications Regulatory Authority of Zimbabwe (POTRAZ),,No,Yes
